kawa/herbata,napoje,piwo,lody,ciasto,zupa,zapiekanka,pizza,spaghetti,kebab,frytki,rollokebs,mean_prep, mean_difficulty, mean_price, dodaj
7,6,3,13,6,8,5,4,5,7,7,8,14.3417721519,4.12658227848,19.6835443038,drogie/proste
16,11,16,62,51,15,15,44,52,47,43,38,16.9682926829,4.59756097561,22.9,tanie/proste
17,21,15,16,63,52,18,23,32,22,54,66,17.1804511278,4.43859649123,20.8170426065,tanie/proste
37,46,4,47,39,1,39,41,36,33,38,38,14.1804511278,4.28320802005,21.9022556391,tanie/proste
25,25,34,24,27,35,34,35,35,61,23,34,13.8137755102,4.52040816327,21.7397959184,tanie/proste
26,23,54,53,18,30,27,49,22,18,60,26,14.6280788177,3.87684729064,19.8275862069,drogie/proste
56,54,60,18,16,17,15,50,22,62,16,18,11.2896039604,3.75247524752,21.3712871287,tanie/czasochlonne
8,7,7,9,6,11,10,7,10,12,7,9,13.8834951456,4.28155339806,20.3300970874,drogie/proste
40,33,39,36,2,37,38,32,45,36,48,39,12.6870588235,4.25882352941,19.8,drogie/czasochlonne
27,30,47,25,54,20,24,26,26,51,52,10,14.7602040816,3.70408163265,18.7448979592,drogie/proste
36,46,4,40,30,41,3,38,43,40,26,30,15.4668435013,4.25464190981,20.5835543767,tanie/proste
15,50,38,42,42,45,40,17,41,15,17,15,14.4058355438,3.41909814324,17.6631299735,drogie/proste
22,39,29,33,82,64,35,29,25,18,26,20,17.3862559242,3.75118483412,17.9526066351,drogie/proste
45,56,18,47,11,45,12,12,35,58,19,52,11.5902439024,4.31707317073,19.5268292683,drogie/czasochlonne
56,31,33,26,26,68,30,24,38,29,28,34,13.706855792,3.9621749409,18.7092198582,drogie/proste
72,27,25,25,20,24,71,39,22,21,37,32,12.1493975904,3.86746987952,20.2795180723,drogie/czasochlonne
50,5,45,48,9,45,47,10,45,56,6,40,11.684729064,4.36945812808,19.8497536946,drogie/czasochlonne
15,19,24,55,53,17,24,17,59,23,22,49,15.3023872679,4.25198938992,21.4137931034,tanie/proste
7,6,9,6,6,11,11,7,2,13,11,4,13.6451612903,3.86021505376,19.2903225806,drogie/proste
43,7,5,34,24,46,34,40,51,36,36,36,15.9387755102,4.77806122449,22.4158163265,tanie/proste
14,12,42,8,48,47,38,52,53,53,41,14,16.8886255924,4.50947867299,22.7014218009,tanie/proste
30,30,14,70,21,23,50,28,27,25,62,35,14.0626506024,4.03614457831,19.6530120482,drogie/proste
39,25,26,32,39,70,20,41,32,32,34,32,16.2322274882,4.22511848341,19.8341232227,drogie/proste
45,40,33,33,40,38,38,3,30,32,41,42,12.8361445783,3.84337349398,17.2120481928,drogie/czasochlonne
26,26,28,27,26,21,32,70,23,33,34,64,14.9975609756,4.58048780488,25.4024390244,tanie/proste
16,49,64,12,15,11,39,45,18,49,35,51,11.1757425743,4.04702970297,21.7351485149,tanie/czasochlonne
31,31,38,27,29,36,29,65,20,38,31,29,14.9207920792,4.40099009901,22.7400990099,tanie/proste
35,25,26,53,26,29,18,51,63,29,27,22,15.7772277228,4.33663366337,21.8292079208,tanie/proste
54,28,26,23,22,33,25,61,70,30,22,29,15.0141843972,4.37825059102,22.6784869976,tanie/proste
34,28,26,28,29,42,23,34,64,63,25,25,14.6935866983,4.50356294537,21.6864608076,tanie/proste
17,50,51,37,24,52,50,22,53,19,18,22,13.3493975904,3.7421686747,18.8048192771,drogie/czasochlonne
20,63,17,20,19,59,48,20,63,54,26,16,13.4658823529,4.13411764706,18.9952941176,drogie/czasochlonne
62,64,25,28,21,23,29,23,27,64,29,28,11.1773049645,3.79432624113,18.6713947991,drogie/czasochlonne
12,11,16,46,11,55,52,41,57,35,14,54,15.4306930693,4.89603960396,23.6658415842,tanie/proste
53,56,58,41,36,51,9,8,13,47,12,39,11.4869976359,3.50827423168,16.9290780142,drogie/czasochlonne
32,70,30,26,31,22,29,29,68,27,26,31,13.3206650831,3.89786223278,19.5035629454,drogie/czasochlonne
17,25,19,52,23,49,61,18,44,46,15,52,13.3420427553,4.59144893112,21.2137767221,tanie/czasochlonne
26,38,32,43,24,30,37,36,38,2,34,37,14.3793103448,3.90981432361,19.925729443,drogie/proste
49,48,12,49,17,13,47,19,18,15,45,45,11.5305039788,3.63395225464,18.1644562334,drogie/czasochlonne
55,39,14,10,15,57,14,49,11,50,41,49,13.7277227723,4.48514851485,21.5792079208,tanie/proste
16,13,9,17,37,38,17,47,46,40,59,37,17.8537234043,4.78457446809,23.0,tanie/proste
12,39,41,40,46,48,6,44,33,29,7,32,16.3368700265,4.05305039788,21.3554376658,tanie/proste
10,16,9,9,8,10,9,8,6,11,9,11,12.5517241379,3.64655172414,19.3275862069,drogie/czasochlonne
25,32,38,49,37,28,38,47,2,40,33,35,14.3094059406,3.9900990099,21.4183168317,tanie/proste
20,27,20,57,35,27,23,62,31,25,20,30,16.2042440318,4.17771883289,23.9602122016,tanie/proste
19,14,41,23,61,14,50,51,16,19,53,54,15.9253012048,4.15180722892,22.3927710843,tanie/proste
23,23,62,67,22,24,27,21,64,31,19,23,13.4187192118,3.89655172414,19.2389162562,drogie/czasochlonne
25,55,21,24,28,48,24,61,23,53,19,23,15.0074257426,4.21534653465,22.4702970297,tanie/proste
13,45,52,47,47,11,57,45,58,9,13,7,14.8341584158,3.44306930693,19.3737623762,drogie/proste
65,22,29,22,62,21,23,21,24,25,26,70,13.2707317073,4.00975609756,20.8975609756,tanie/czasochlonne
12,25,53,49,44,41,44,22,14,20,24,58,13.7832512315,3.89408866995,19.7610837438,drogie/proste
51,23,19,45,23,21,18,19,30,46,56,25,13.3882978723,4.1170212766,18.8138297872,drogie/czasochlonne
52,41,9,42,4,51,9,47,33,41,47,47,14.1867612293,4.45862884161,20.8605200946,tanie/proste
41,51,41,39,10,15,44,42,50,40,7,45,11.3647058824,4.14588235294,21.8658823529,tanie/czasochlonne
57,50,11,53,53,19,10,48,55,12,42,11,16.135391924,3.77197149644,18.7007125891,drogie/proste
43,16,22,50,52,17,53,45,22,52,11,16,14.7969924812,4.08521303258,22.365914787,tanie/proste
43,12,46,12,17,41,47,5,51,45,42,61,12.0805687204,4.60900473934,19.817535545,drogie/czasochlonne
15,7,5,8,10,6,6,5,14,7,4,8,13.7894736842,3.91578947368,20.2421052632,drogie/proste
19,52,14,41,14,56,13,47,17,38,48,17,15.3085106383,4.13563829787,20.0930851064,drogie/proste
54,45,8,52,46,12,29,46,50,9,15,38,14.801980198,4.0297029703,20.7178217822,tanie/proste
11,44,11,37,7,50,48,40,42,4,43,40,14.9310344828,4.26525198939,20.7586206897,tanie/proste
48,12,16,44,46,9,16,45,7,48,52,49,15.2551020408,4.38775510204,23.1760204082,tanie/proste
32,29,61,25,57,55,26,24,23,20,43,27,14.9597156398,3.59952606635,17.1848341232,drogie/proste
50,22,52,15,20,13,46,57,56,20,11,48,12.9097560976,4.2243902439,23.7024390244,tanie/czasochlonne
57,43,49,39,13,41,53,11,51,53,8,7,10.8588235294,3.56705882353,17.5623529412,drogie/czasochlonne
33,0,37,43,32,34,37,28,23,26,40,43,14.8537234043,4.24734042553,20.0132978723,drogie/proste
14,35,11,13,46,43,10,12,53,48,48,43,15.7393617021,4.53723404255,20.1143617021,drogie/proste
11,9,7,8,6,11,12,7,14,7,6,9,13.4112149533,4.39252336449,19.5140186916,drogie/czasochlonne
19,61,33,35,36,41,40,32,31,31,27,39,13.7458823529,3.87529411765,20.1105882353,drogie/proste
31,57,31,45,37,29,29,36,37,30,36,27,14.2305882353,3.78352941176,19.2941176471,drogie/proste
5,8,10,9,9,11,8,5,4,9,8,14,13.35,4.12,19.94,drogie/czasochlonne
5,13,13,41,45,14,45,45,40,52,66,42,16.6437054632,4.71971496437,23.8717339667,tanie/proste
63,25,50,59,31,32,28,19,22,29,19,29,12.2512315271,3.63054187192,17.9039408867,drogie/czasochlonne
48,38,1,36,38,38,53,45,7,36,42,22,14.8044554455,3.9702970297,20.3168316832,drogie/proste
20,33,33,25,36,25,26,31,33,23,56,35,15.1595744681,3.94414893617,19.625,drogie/proste
54,48,50,17,59,44,7,40,41,11,40,12,15.7234042553,3.463356974,17.1962174941,drogie/proste
24,61,23,30,22,36,26,56,68,22,25,28,15.2209026128,4.25653206651,21.9833729216,tanie/proste
20,49,22,22,12,18,46,15,19,66,52,35,11.25,4.15957446809,19.8590425532,drogie/czasochlonne
45,45,45,8,36,12,13,27,51,11,40,43,13.2792553191,3.91489361702,19.1063829787,drogie/czasochlonne
41,22,14,57,11,13,46,51,49,42,15,16,13.875331565,4.32625994695,23.2042440318,tanie/proste
5,12,8,6,8,5,9,7,9,13,6,8,12.8958333333,4.22916666667,20.7083333333,tanie/czasochlonne
10,59,49,40,39,47,5,4,36,44,43,46,13.336492891,3.77251184834,17.3767772512,drogie/czasochlonne
17,51,39,40,16,38,45,17,14,62,12,55,10.8399014778,3.9039408867,20.842364532,tanie/czasochlonne
61,23,21,18,58,18,24,16,67,34,19,64,13.9101654846,4.36643026005,21.0330969267,tanie/proste
52,23,25,21,32,17,28,18,18,59,56,27,12.8058510638,4.04787234043,19.1861702128,drogie/czasochlonne
27,23,34,17,38,25,31,68,28,50,25,26,15.7244897959,4.40051020408,24.1785714286,tanie/proste
45,32,41,28,44,42,25,35,43,37,4,30,14.342364532,3.95320197044,20.3522167488,drogie/proste
8,45,38,5,41,36,41,54,34,52,43,7,15.5742574257,4.04207920792,21.8465346535,tanie/proste
25,64,59,22,28,18,58,48,24,25,28,16,12.2240963855,3.50361445783,20.0240963855,drogie/czasochlonne
12,39,40,13,47,15,14,55,18,56,61,22,15.806122449,3.91326530612,22.0153061224,tanie/proste
47,10,36,10,39,36,26,46,43,40,11,55,14.7268170426,4.66165413534,23.4586466165,tanie/proste
12,6,9,3,10,9,8,11,9,5,10,7,15.5252525253,3.9898989899,19.7373737374,drogie/proste
32,44,47,44,36,52,31,39,36,2,1,46,14.3243902439,3.69756097561,19.9731707317,drogie/proste
46,12,41,45,12,48,44,48,11,7,43,49,13.763546798,4.039408867,20.5,tanie/proste
49,13,54,19,10,45,42,43,11,34,47,9,13.3776595745,3.88563829787,19.789893617,drogie/czasochlonne
43,26,33,32,34,39,32,32,39,39,42,1,14.7423469388,3.87244897959,18.4132653061,drogie/proste
49,12,57,10,42,8,51,14,48,51,32,47,11.8788598575,4.17339667458,20.080760095,drogie/czasochlonne
48,9,31,48,13,42,21,45,47,44,12,44,14.2178217822,4.59158415842,23.0742574257,tanie/proste
5,10,6,7,13,6,6,6,5,9,4,7,15.0952380952,4.0,20.4047619048,drogie/proste
37,31,41,11,30,40,8,33,44,48,38,38,14.1954887218,4.29824561404,20.3684210526,drogie/proste
7,6,3,8,7,8,7,11,11,4,10,9,16.4065934066,4.64835164835,22.2087912088,tanie/proste
36,2,31,35,6,39,37,48,39,41,43,53,14.2341463415,4.80243902439,23.6292682927,tanie/proste
36,41,39,22,39,48,48,5,42,49,48,8,13.2094117647,3.81411764706,16.4282352941,drogie/czasochlonne
42,16,20,59,24,20,63,29,27,25,27,25,13.3395225464,3.89655172414,20.1909814324,drogie/czasochlonne
55,16,59,46,37,22,40,50,16,13,52,17,14.293144208,3.6170212766,19.1371158392,drogie/proste
24,70,24,33,29,43,61,26,22,26,30,34,12.7725118483,3.82938388626,18.3436018957,drogie/czasochlonne
42,31,35,30,27,36,54,36,35,23,29,37,13.3301204819,3.89397590361,20.7710843373,tanie/czasochlonne
16,42,24,50,45,9,15,22,50,17,42,44,14.8457446809,4.04787234043,19.6941489362,drogie/proste
9,5,11,9,7,8,5,12,6,10,2,11,13.5578947368,4.24210526316,22.7052631579,tanie/proste
47,11,54,44,43,6,12,51,45,38,12,58,13.8408551069,4.40855106888,24.0285035629,tanie/proste
37,35,38,30,3,41,34,39,41,34,38,34,13.0643564356,4.11881188119,20.8391089109,tanie/czasochlonne
33,41,3,8,9,45,12,45,42,40,43,55,14.7367021277,4.8829787234,23.2340425532,tanie/proste
14,45,21,24,63,65,42,43,49,20,15,21,17.2061611374,4.09478672986,20.5545023697,tanie/proste
50,55,53,28,25,22,30,57,17,23,25,19,12.6881188119,3.47524752475,19.7103960396,drogie/czasochlonne
45,45,26,9,13,48,9,42,44,46,39,10,14.335106383,4.26595744681,19.710106383,drogie/proste
33,2,43,38,35,34,24,47,45,24,47,50,15.8507109005,4.31042654028,22.1800947867,tanie/proste
30,35,31,35,44,28,68,31,25,28,26,34,13.5493975904,3.8265060241,20.1325301205,drogie/proste
18,11,20,54,19,16,59,55,11,42,49,50,14.452970297,4.46287128713,23.646039604,tanie/proste
55,24,51,25,20,22,61,23,20,55,14,22,10.5306122449,3.82397959184,19.8801020408,drogie/czasochlonne
28,15,30,67,24,31,75,28,32,27,27,31,13.5469879518,3.90843373494,20.0289156627,drogie/proste
34,24,26,26,31,29,31,29,67,27,20,66,14.2682926829,4.75365853659,22.6658536585,tanie/proste
30,43,33,35,37,1,31,33,42,27,41,39,13.3163265306,4.03316326531,21.0153061224,tanie/czasochlonne
34,30,1,40,40,36,2,40,38,40,37,38,16.539893617,4.52393617021,22.1143617021,tanie/proste
41,32,45,32,4,37,34,47,31,3,35,36,13.2891246684,3.90185676393,19.9893899204,drogie/czasochlonne
13,41,9,39,38,37,12,36,29,34,60,51,16.2305764411,4.31328320802,21.2807017544,tanie/proste
50,24,26,29,17,59,15,49,29,68,23,33,14.2772511848,4.52606635071,22.2962085308,tanie/proste
38,44,13,34,10,6,39,30,43,44,34,41,11.9654255319,4.23404255319,21.8111702128,tanie/czasochlonne
10,5,42,36,48,43,44,11,35,44,12,47,14.8222811671,4.40583554377,20.7347480106,tanie/proste
39,12,13,47,44,45,49,12,51,16,49,38,15.5759036145,4.32289156627,18.643373494,drogie/proste
37,38,38,40,27,43,44,45,35,1,34,33,14.4602409639,3.78795180723,19.556626506,drogie/proste
36,24,32,37,24,32,33,65,24,33,35,29,15.1188118812,4.22277227723,23.1188118812,tanie/proste
45,8,44,17,21,44,20,63,53,47,20,22,15.5742574257,4.59405940594,22.797029703,tanie/proste
49,58,19,14,51,11,53,22,43,47,5,51,12.085106383,4.19858156028,21.0070921986,tanie/czasochlonne
9,35,31,36,45,32,40,6,28,42,44,44,13.8801020408,3.97193877551,18.5025510204,drogie/proste
59,34,23,36,24,19,58,27,28,30,55,22,12.6843373494,3.8,18.5686746988,drogie/czasochlonne
48,9,52,41,11,6,38,52,46,39,10,54,12.3251231527,4.35467980296,24.578817734,tanie/czasochlonne
57,23,70,23,31,29,57,24,23,26,23,37,11.3971631206,3.55319148936,18.3215130024,drogie/czasochlonne
29,70,41,31,28,32,37,23,38,33,31,32,12.2964705882,3.55529411765,18.6705882353,drogie/czasochlonne
8,14,7,10,7,5,9,6,14,9,8,14,12.4774774775,4.09009009009,20.5675675676,tanie/czasochlonne
15,14,54,15,11,18,61,51,55,66,15,17,12.9719387755,4.42346938776,24.2168367347,tanie/czasochlonne
10,51,46,42,37,42,44,54,15,9,42,12,15.5965346535,3.4504950495,18.8886138614,drogie/proste
5,11,55,48,53,42,8,53,20,15,50,44,17.6212871287,4.16584158416,21.8044554455,tanie/proste
38,35,35,19,18,34,27,20,28,34,63,25,13.3563829787,3.93882978723,18.0186170213,drogie/czasochlonne
8,8,5,9,11,7,7,7,5,12,8,6,14.4838709677,3.8064516129,20.311827957,drogie/proste
46,33,34,11,8,52,46,45,39,42,10,38,12.8564356436,4.42574257426,22.2004950495,tanie/czasochlonne
15,19,22,52,45,57,53,51,22,22,24,17,17.1403508772,4.12280701754,21.4235588972,tanie/proste
44,38,52,61,6,56,10,53,54,14,14,21,14.3356973995,3.96690307329,19.2505910165,drogie/proste
6,43,38,3,36,37,44,35,42,42,38,35,14.4461152882,4.22556390977,21.3082706767,tanie/proste
27,68,65,34,27,25,52,24,27,30,22,24,11.1505882353,3.34588235294,17.8517647059,drogie/czasochlonne
6,40,40,31,54,38,38,42,31,4,41,39,16.2376237624,3.90594059406,20.0445544554,drogie/proste
35,47,34,42,50,43,40,35,1,33,35,30,14.2141176471,3.66823529412,19.3835294118,drogie/proste
6,8,5,11,9,7,5,9,8,6,5,5,15.4523809524,4.33333333333,21.380952381,tanie/proste
43,50,19,49,19,19,14,39,11,46,50,18,13.350132626,3.90981432361,19.3952254642,drogie/czasochlonne
17,45,10,11,56,15,56,12,42,58,57,36,14.178313253,4.1734939759,19.7421686747,drogie/proste
21,38,17,20,59,49,55,54,14,15,15,53,15.9268292683,3.95853658537,22.4,tanie/proste
29,25,26,51,19,30,36,29,37,22,36,37,14.0265251989,4.18567639257,19.700265252,drogie/proste
48,26,18,62,53,17,23,17,18,63,10,55,13.1341463415,4.25365853659,21.5097560976,tanie/czasochlonne
8,13,31,48,9,51,60,14,40,43,39,59,13.3108433735,4.53975903614,20.5734939759,tanie/czasochlonne
33,40,24,39,30,32,30,56,26,25,36,33,14.801980198,3.93316831683,22.2846534653,tanie/proste
33,4,38,44,51,40,34,42,41,5,43,31,16.9532019704,4.12561576355,20.5172413793,tanie/proste
67,32,38,31,22,25,33,19,23,22,38,73,11.2104018913,4.09219858156,19.4869976359,drogie/czasochlonne
27,20,59,37,36,66,31,23,24,20,29,34,14.657635468,3.88669950739,18.5640394089,drogie/proste
24,19,25,20,64,24,30,64,20,30,21,63,16.5891089109,4.50247524752,24.8737623762,tanie/proste
39,45,6,49,38,13,42,10,29,50,48,8,13.1909814324,3.78514588859,17.7586206897,drogie/czasochlonne
61,53,19,24,49,17,15,51,11,15,51,57,14.401891253,3.80378250591,21.0307328605,tanie/proste
10,45,41,9,11,53,45,54,38,37,8,53,13.5618811881,4.41089108911,23.9826732673,tanie/proste
60,32,25,23,32,72,35,27,28,24,30,34,14.2488151659,4.05924170616,18.4146919431,drogie/proste
54,14,52,22,52,24,50,55,19,17,21,19,14.7418546366,3.6290726817,21.5213032581,tanie/proste
6,6,9,3,9,8,10,7,8,8,6,9,14.1460674157,4.1797752809,20.8764044944,tanie/proste
21,20,65,24,20,52,28,23,27,57,61,24,13.7464454976,4.00473933649,18.3009478673,drogie/proste
46,55,50,50,12,41,43,50,14,18,15,12,12.3103448276,3.38669950739,18.4458128079,drogie/czasochlonne
64,43,29,27,37,17,27,27,20,47,23,31,11.9897959184,3.58928571429,19.7857142857,drogie/czasochlonne
43,62,13,10,37,41,10,10,53,42,38,40,13.3233082707,4.11779448622,18.1654135338,drogie/czasochlonne
66,16,44,60,50,18,20,20,17,52,28,15,13.1748768473,3.7118226601,18.6650246305,drogie/czasochlonne
15,49,40,38,46,13,43,47,8,14,54,58,14.2094117647,3.89882352941,21.8352941176,tanie/proste
20,28,58,20,50,22,34,52,21,35,32,27,14.9423558897,3.90726817043,21.350877193,tanie/proste
56,52,53,46,15,67,18,12,15,13,17,42,11.4408866995,3.32266009852,16.0443349754,drogie/czasochlonne
43,16,57,12,59,62,14,15,21,8,55,14,16.4281914894,3.46542553191,14.9787234043,drogie/proste
39,21,57,46,25,22,53,28,52,27,24,12,12.8497536946,3.65024630542,18.842364532,drogie/czasochlonne
13,49,27,35,45,45,46,38,42,48,8,10,15.0517241379,3.89901477833,20.4014778325,drogie/proste
61,10,22,45,24,22,45,16,26,44,58,19,12.9387755102,4.0637755102,18.2551020408,drogie/czasochlonne
45,19,11,42,48,43,13,52,55,15,62,16,18.190023753,4.24228028504,20.1710213777,drogie/proste
29,46,34,33,31,34,48,41,32,1,33,42,14.150990099,3.71782178218,19.5915841584,drogie/proste
35,33,10,9,40,43,47,46,50,9,50,51,15.9125295508,4.28841607565,21.3262411348,tanie/proste
8,9,8,5,9,4,15,6,7,12,6,10,11.9292929293,4.05050505051,21.797979798,tanie/czasochlonne
16,58,14,46,21,13,43,43,52,18,18,35,13.8700265252,4.13262599469,22.350132626,tanie/proste
31,37,42,42,35,2,31,33,35,43,36,43,12.7682926829,3.94634146341,20.8195121951,tanie/czasochlonne
16,16,17,28,54,23,31,33,49,26,58,48,16.9799498747,4.48120300752,21.4010025063,tanie/proste
17,43,13,44,44,55,11,11,13,40,49,37,15.5596816976,3.94694960212,17.7161803714,drogie/proste
4,6,7,7,6,15,6,3,8,12,8,5,14.7471264368,4.10344827586,18.3333333333,drogie/proste
46,45,40,9,34,9,47,4,36,45,43,48,10.7561576355,3.87684729064,18.5714285714,drogie/czasochlonne
81,38,31,32,22,32,37,30,34,34,32,20,12.1323877069,3.75413711584,18.0330969267,drogie/czasochlonne
40,38,38,44,51,42,12,43,3,32,43,6,15.8596938776,3.45663265306,17.9260204082,drogie/proste
37,62,53,38,27,33,27,27,36,34,25,26,12.0470588235,3.52941176471,18.7552941176,drogie/czasochlonne
11,70,55,59,36,59,22,16,19,24,19,16,13.4950738916,3.20689655172,15.7044334975,drogie/czasochlonne
3,36,34,42,44,33,4,31,41,39,52,45,15.7722772277,4.2896039604,20.7524752475,tanie/proste
12,12,33,35,48,43,44,48,11,34,15,42,16.1167108753,4.31564986737,22.700265252,tanie/proste
38,41,4,8,41,41,44,44,43,45,15,46,14.8390243902,4.49268292683,23.1073170732,tanie/proste
38,39,34,38,39,52,43,40,46,4,7,43,14.6524822695,4.09219858156,20.2411347518,drogie/proste
48,19,6,18,8,47,46,46,54,16,55,13,15.8058510638,4.5664893617,20.7074468085,tanie/proste
43,38,40,30,23,33,2,47,34,33,43,26,14.3520408163,4.10459183673,20.4107142857,drogie/proste
42,33,48,35,45,58,16,15,42,14,10,48,14.1995073892,3.83743842365,18.6206896552,drogie/proste
22,20,56,40,17,16,61,50,46,13,57,23,14.0997624703,3.94299287411,20.5178147268,tanie/proste
32,47,22,27,54,47,17,14,53,27,17,64,14.5249406176,4.3135391924,20.2114014252,drogie/proste
33,44,43,9,15,45,7,41,33,39,47,50,13.5640394089,4.34729064039,21.236453202,tanie/proste
6,51,10,36,45,46,53,32,40,43,9,50,14.7149643705,4.34204275534,22.4180522565,tanie/proste
32,39,28,36,36,39,38,38,37,7,44,3,15.8328912467,3.63660477454,17.8090185676,drogie/proste
38,38,41,32,36,41,40,52,28,5,3,50,14.2871287129,4.04207920792,21.495049505,tanie/proste
48,52,46,58,9,17,12,14,45,38,33,51,10.8817966903,3.84869976359,18.9078014184,drogie/czasochlonne
7,44,44,44,50,47,39,34,9,10,39,37,15.1633663366,3.58415841584,18.7747524752,drogie/proste
47,38,3,34,50,32,36,46,7,39,33,34,15.1578947368,4.00501253133,21.4987468672,tanie/proste
31,25,61,20,32,22,66,20,26,57,25,21,11.4802955665,3.62807881773,19.6625615764,drogie/czasochlonne
16,50,65,56,12,18,41,51,36,47,15,14,12.3634204276,3.62232779097,20.6057007126,tanie/czasochlonne
58,22,25,22,61,15,21,35,28,19,49,21,15.9574468085,3.88031914894,19.1835106383,drogie/proste
40,50,35,7,54,41,43,43,49,8,32,2,15.6757425743,3.5495049505,18.0792079208,drogie/proste
35,42,31,27,62,35,27,32,36,20,27,25,15.3233082707,3.74686716792,19.5764411028,drogie/proste
26,18,26,31,25,32,30,59,27,20,58,24,16.2659574468,4.26861702128,22.2632978723,tanie/proste
44,55,38,42,6,11,49,46,44,39,10,39,11.1158392435,4.03309692671,22.0330969267,tanie/czasochlonne
18,45,57,20,10,43,62,6,52,41,14,57,10.5458823529,4.11294117647,19.8070588235,drogie/czasochlonne
8,5,8,11,8,13,6,6,8,10,6,9,14.7653061224,4.13265306122,20.0306122449,drogie/proste
22,31,31,29,24,66,17,19,52,23,51,56,15.109263658,4.41805225653,19.5249406176,drogie/proste
61,21,25,11,23,59,56,17,50,24,51,23,13.8954869359,4.08076009501,17.6508313539,drogie/proste
22,30,66,29,33,38,36,26,32,32,33,29,13.3103448276,3.80541871921,19.0418719212,drogie/czasochlonne
53,36,38,38,31,39,33,42,29,35,30,2,14.0886699507,3.70689655172,18.0591133005,drogie/proste
33,25,54,39,35,33,24,39,36,36,25,27,14.0073891626,3.98275862069,20.5911330049,tanie/proste
19,33,22,31,24,33,41,33,39,37,37,61,14.0341463415,4.57317073171,22.1585365854,tanie/proste
44,10,52,6,8,46,39,44,18,46,50,43,13.0172413793,4.32019704433,21.2216748768,tanie/czasochlonne
33,48,39,39,38,35,46,4,40,35,28,25,12.4195121951,3.6512195122,16.9951219512,drogie/czasochlonne
81,27,27,31,24,25,23,39,33,25,37,51,12.9125295508,4.1158392435,21.1796690307,tanie/czasochlonne
47,66,22,59,59,24,28,17,21,19,26,35,13.4349881797,3.42553191489,17.3380614657,drogie/czasochlonne
30,28,62,27,18,22,24,58,55,29,27,24,14.2004950495,4.04207920792,22.7920792079,tanie/proste
55,24,22,29,20,56,26,26,37,36,28,64,13.3498817967,4.59338061466,21.2104018913,tanie/czasochlonne
12,20,22,62,14,33,30,53,14,22,47,48,15.4084880637,4.46419098143,22.6074270557,tanie/proste
26,67,33,18,24,18,51,33,31,29,25,70,11.5482352941,4.08470588235,21.4917647059,tanie/czasochlonne
28,67,54,25,55,22,19,18,57,18,31,27,13.7909738717,3.57244655582,17.5890736342,drogie/proste
32,52,3,30,42,40,41,6,29,31,33,38,13.5623342175,3.98673740053,17.7347480106,drogie/proste
3,44,37,44,40,36,9,51,32,44,28,38,15.9532019704,4.20197044335,22.2192118227,tanie/proste
44,10,34,42,39,5,49,52,43,41,46,10,15.1590361446,4.2,21.6602409639,tanie/proste
42,40,48,13,15,14,58,16,44,58,42,16,10.6231527094,3.86206896552,18.1280788177,drogie/czasochlonne
35,5,39,43,44,38,42,36,2,35,45,46,14.7829268293,4.17073170732,21.1658536585,tanie/proste
49,57,13,46,10,10,48,9,61,52,10,50,10.243373494,4.15180722892,20.8337349398,tanie/czasochlonne
48,43,13,40,11,44,8,55,12,55,34,47,13.7048780488,4.45365853659,22.5707317073,tanie/proste
40,17,21,19,21,51,52,18,46,58,23,44,13.3024390244,4.6,21.2390243902,tanie/czasochlonne
25,27,25,72,29,60,29,34,22,25,48,26,15.7440758294,4.00947867299,18.9549763033,drogie/proste
17,57,57,55,16,14,17,23,34,59,60,16,12.2094117647,3.74117647059,18.1082352941,drogie/czasochlonne
44,40,33,45,39,7,40,36,8,44,31,9,13.0186170213,3.52127659574,19.6595744681,drogie/czasochlonne
34,39,5,35,37,43,37,45,8,40,37,32,15.2244897959,4.27295918367,20.8673469388,tanie/proste
63,22,21,29,13,51,24,49,23,21,20,68,13.5891089109,4.61881188119,23.2772277228,tanie/proste
45,47,8,11,42,46,11,39,49,44,39,41,15.4004739336,4.40758293839,21.182464455,tanie/proste
44,37,47,33,13,40,12,11,11,43,54,31,11.8058510638,3.73138297872,16.7659574468,drogie/czasochlonne
26,35,63,68,27,24,23,48,26,10,27,29,14.1231527094,3.60591133005,19.9310344828,drogie/proste
39,12,36,33,55,48,45,44,22,41,13,11,15.7969924812,4.01253132832,20.6065162907,tanie/proste
25,37,47,3,29,42,9,40,45,42,31,49,14.0275689223,4.335839599,22.1679197995,tanie/proste
29,48,40,39,10,39,37,39,32,43,42,6,13.353960396,3.89108910891,19.1361386139,drogie/czasochlonne
18,52,19,12,41,66,13,25,18,56,39,40,15.1679197995,4.31829573935,19.5263157895,drogie/proste
38,52,51,55,16,16,53,14,45,50,14,17,10.5795724466,3.57482185273,18.4489311164,drogie/czasochlonne
59,9,16,44,49,47,19,14,50,53,53,9,15.9360189573,4.13033175355,17.808056872,drogie/proste
54,20,62,23,51,59,25,15,47,16,19,15,14.539408867,3.52709359606,16.6748768473,drogie/proste
12,16,13,44,18,19,43,42,20,41,53,56,14.4615384615,4.67904509284,23.6790450928,tanie/proste
28,36,29,25,34,48,29,28,68,27,36,33,14.9881235154,4.3539192399,19.4964370546,drogie/proste
43,28,30,31,30,54,32,27,36,23,24,64,13.7796208531,4.29857819905,20.4739336493,drogie/proste
35,41,31,37,1,19,39,37,25,39,44,29,11.9708222812,4.16710875332,20.4641909814,drogie/czasochlonne
